"Photo","MLS #","Status","Address","Subdivision-Free Text","Living Area","Year Built","Bedrooms Total","Bathrooms Full","Bathrooms Half","Property Sub Type","List Price","Close Price","Close Date","Days On Market","Price Per SQFT","Lot Size Acres"
"https://cdn.photos.sparkplatform.com/tri/20250918200943990779000000-o.jpg?preset=thumb","10084347","Closed","123 Weavers Grove Drive","Weavers Grove","1820","2025","3","2","1","Single Family Residence","$472,490","$430,000","10/22/2025","0","$236.26","0.09"
"https://cdn.photos.sparkplatform.com/tri/20250806035236623014000000-o.jpg?preset=thumb","10114042","Closed","129 Pinnacle Drive","Summit at Homestead","1908","2025","3","2","1","Townhouse","$459,990","$430,000","12/31/2025","0","$225.37","0.05"
"https://cdn.photos.sparkplatform.com/tri/20241011132537082431000000-o.jpg?preset=thumb","10057744","Closed","29 A Davie Circle","Davie Woods","1150","1940","3","2","0","Single Family Residence","$400,000","$430,000","11/12/2024","3","$373.91","0.17"
"https://cdn.photos.sparkplatform.com/tri/20230903013617850170000000-o.jpg?preset=thumb","2461940","Closed","206 Bellamy Lane","Kentfield","1100","2023","3","2","1","Single Family Residence","$430,000","$430,000","3/28/2023","0","$390.91","0.07"
"https://cdn.photos.sparkplatform.com/tri/20230809061323935567000000-o.jpg?preset=thumb","2489633","Closed","103 Braswell Court","Southbridge","2380","1987","5","3","0","Single Family Residence","$400,000","$430,000","2/9/2023","1","$180.67","0.36"
"https://cdn.photos.sparkplatform.com/tri/20250305200444645782000000-o.jpg?preset=thumb","10081543","Closed","204 Chateau Place","Vineyard Square","2371","2003","3","2","1","Townhouse","$420,000","$430,000","4/22/2025","2","$181.36","0.05"
"https://cdn.photos.sparkplatform.com/tri/20240923140804277153000000-o.jpg?preset=thumb","10054359","Closed","4019 Oak Hill Road","Not in a Subdivision","1412","1962","3","2","0","Single Family Residence","$445,000","$431,200","10/28/2024","6","$305.38","1.67"
"https://cdn.photos.sparkplatform.com/tri/20231007004559273703000000-o.jpg?preset=thumb","2536107","Closed","106 Westview Drive","Westview Heights","1860","1962","4","2","0","Single Family Residence","$434,900","$434,900","1/18/2024","12","$233.82","0.41"
"https://cdn.photos.sparkplatform.com/tri/20240119140519384690000000-o.jpg?preset=thumb","10007286","Closed","231 Scarlett Drive","Not in a Subdivision","1741","1951","4","2","0","Single Family Residence","$449,000","$435,000","4/4/2024","43","$249.86","0.41"
"https://cdn.photos.sparkplatform.com/tri/20241021140045979147000000-o.jpg?preset=thumb","10059440","Closed","104 Weatherhill Point","Weatherhill","1555","1993","3","2","1","Single Family Residence","$445,000","$435,000","12/6/2024","21","$279.74","0.06"
"https://cdn.photos.sparkplatform.com/tri/20250905174756955075000000-o.jpg?preset=thumb","10120130","Closed","300 Simpson Street","Barred Owl Creek","1682","1962","3","1","1","Single Family Residence","$470,000","$435,000","10/23/2025","40","$258.62","0.81"
"https://cdn.photos.sparkplatform.com/tri/20240914190827998213000000-o.jpg?preset=thumb","10052833","Closed","404 Presque Isle Lane","Presque Isle Villas","1782","2002","2","2","1","Condominium","$449,000","$435,000","12/6/2024","46","$244.11","0.00"
"https://cdn.photos.sparkplatform.com/tri/20240802185704223455000000-o.jpg?preset=thumb","10045002","Closed","502 Yorktown Drive","Heritage Hills","1845","1978","3","2","0","Single Family Residence","$455,000","$435,000","2/14/2025","155","$235.77","0.41"
"https://cdn.photos.sparkplatform.com/tri/20240130162154663506000000-o.jpg?preset=thumb","10008785","Closed","101 Hearthstone Lane","Homestead Village","1083","1952","2","1","0","Single Family Residence","$425,000","$435,000","3/5/2024","6","$401.66","0.33"
"https://cdn.photos.sparkplatform.com/tri/20240212130603236997000000-o.jpg?preset=thumb","10011717","Closed","310 Charleston Lane","Pickard Oaks","1599","2003","3","2","1","Townhouse","$395,000","$435,000","3/27/2024","4","$272.05","0.07"
"https://cdn.photos.sparkplatform.com/tri/20240516183723940171000000-o.jpg?preset=thumb","10029843","Closed","106 Lexington Circle","Heritage Hills","1712","1964","3","2","0","Single Family Residence","$425,000","$437,000","5/31/2024","4","$255.26","0.35"
"https://cdn.photos.sparkplatform.com/tri/20241002191137014318000000-o.jpg?preset=thumb","10055987","Closed","437 Robin Road","Robins Wood","1248","1982","2","2","0","Single Family Residence","$419,000","$438,000","11/12/2024","1","$350.96","1.27"
"https://cdn.photos.sparkplatform.com/tri/20250617171415850843000000-o.jpg?preset=thumb","10104555","Closed","2208 Pathway Drive","Fairoaks","1740","1988","3","3","0","Townhouse","$425,000","$440,000","7/17/2025","2","$252.87","0.11"
"https://cdn.photos.sparkplatform.com/tri/20230809054833922741000000-o.jpg?preset=thumb","2487868","Closed","116 Carol Street","Barred Owl Creek","1628","1972","4","2","0","Single Family Residence","$425,000","$440,000","5/4/2023","69","$270.27","0.79"
"https://cdn.photos.sparkplatform.com/tri/20240902151755392662000000-o.jpg?preset=thumb","10050221","Closed","600 Ironwoods Drive","Ironwoods","1701","1987","3","2","0","Single Family Residence","$449,900","$440,000","1/30/2025","122","$258.67","0.26"
"https://cdn.photos.sparkplatform.com/tri/20250524160358188687000000-o.jpg?preset=thumb","10099603","Closed","305 Old School Road","Not in a Subdivision","1337","2017","3","2","0","Single Family Residence","$460,000","$440,000","7/28/2025","45","$329.09","2.00"
