edge_idx,scenario,zone,age_group,children
2964,baseline,nearest,5_9,1.66
2967,baseline,nearest,5_9,0.71
4684,baseline,nearest,5_9,0.07
8597,baseline,nearest,5_9,1.88
4069,baseline,nearest,5_9,1.32
3117,baseline,nearest,5_9,1.32
2938,baseline,nearest,5_9,1.08
12593,baseline,nearest,5_9,1.08
13055,baseline,nearest,5_9,0.04
10310,baseline,nearest,5_9,1.35
5930,baseline,nearest,5_9,12.77
10302,baseline,nearest,5_9,7.86
10303,baseline,nearest,5_9,2.92
10298,baseline,nearest,5_9,2.92
10296,baseline,nearest,5_9,1.65
3209,baseline,nearest,5_9,1.65
7562,baseline,nearest,5_9,1.42
7568,baseline,nearest,5_9,0.01
10869,baseline,nearest,5_9,0.24
5114,baseline,nearest,5_9,0.52
13213,baseline,nearest,5_9,0.52
4938,baseline,nearest,5_9,0.52
14201,baseline,nearest,5_9,0.52
3753,baseline,nearest,5_9,13.87
3752,baseline,nearest,5_9,2.76
12433,baseline,nearest,5_9,2.19
3571,baseline,nearest,5_9,1.63
3570,baseline,nearest,5_9,0.53
3572,baseline,nearest,5_9,0.56
2361,baseline,nearest,5_9,3.23
2358,baseline,nearest,5_9,2.69
4683,baseline,nearest,5_9,0.62
1816,baseline,nearest,5_9,0.41
1818,baseline,nearest,5_9,0.25
2038,baseline,nearest,5_9,19.5
2039,baseline,nearest,5_9,0.4
5194,baseline,nearest,5_9,1.63
5193,baseline,nearest,5_9,1.36
4884,baseline,nearest,5_9,0.22
10452,baseline,nearest,5_9,0.18
10301,baseline,nearest,5_9,2.71
10337,baseline,nearest,5_9,1.36
5371,baseline,nearest,5_9,50.68
5370,baseline,nearest,5_9,32.19
12522,baseline,nearest,5_9,32.19
12521,baseline,nearest,5_9,31.61
2188,baseline,nearest,5_9,31.07
2187,baseline,nearest,5_9,23.5
5368,baseline,nearest,5_9,14.6
5365,baseline,nearest,5_9,5.71
5364,baseline,nearest,5_9,5.15
10497,baseline,nearest,5_9,4.95
10494,baseline,nearest,5_9,0.88
10789,baseline,nearest,5_9,75.27
10790,baseline,nearest,5_9,1.2
10873,baseline,nearest,5_9,0.24
10872,baseline,nearest,5_9,0.12
10791,baseline,nearest,5_9,0.96
4423,baseline,nearest,5_9,0.21
6746,baseline,nearest,5_9,1.61
6267,baseline,nearest,5_9,1.51
13239,baseline,nearest,5_9,0.15
6266,baseline,nearest,5_9,0.09
7018,baseline,nearest,5_9,0.01
7020,baseline,nearest,5_9,0.01
7022,baseline,nearest,5_9,0.0
6394,baseline,nearest,5_9,17.71
6796,baseline,nearest,5_9,15.64
2359,baseline,nearest,5_9,1.84
2686,baseline,nearest,5_9,1.84
2683,baseline,nearest,5_9,1.07
2685,baseline,nearest,5_9,1.07
6546,baseline,nearest,5_9,0.56
2688,baseline,nearest,5_9,0.38
2965,baseline,nearest,5_9,0.43
2966,baseline,nearest,5_9,0.4
2268,baseline,nearest,5_9,0.22
2041,baseline,nearest,5_9,18.06
2042,baseline,nearest,5_9,18.06
2140,baseline,nearest,5_9,18.06
2142,baseline,nearest,5_9,18.05
14651,baseline,nearest,5_9,18.05
3116,baseline,nearest,5_9,0.13
3931,baseline,nearest,5_9,0.13
3932,baseline,nearest,5_9,0.13
2521,baseline,nearest,5_9,3.85
12475,baseline,nearest,5_9,3.85
2525,baseline,nearest,5_9,3.85
2527,baseline,nearest,5_9,3.85
8146,baseline,nearest,5_9,3.85
5357,baseline,nearest,5_9,3.85
5356,baseline,nearest,5_9,3.85
8131,baseline,nearest,5_9,3.85
5387,baseline,nearest,5_9,3.84
4602,baseline,nearest,5_9,0.41
4601,baseline,nearest,5_9,0.07
3425,baseline,nearest,5_9,0.07
3426,baseline,nearest,5_9,0.04
4604,baseline,nearest,5_9,0.04
11593,baseline,nearest,5_9,0.09
7396,baseline,nearest,5_9,0.01
14882,baseline,nearest,5_9,0.24
14881,baseline,nearest,5_9,0.24
14888,baseline,nearest,5_9,0.24
14887,baseline,nearest,5_9,0.24
10501,baseline,nearest,5_9,0.24
6738,baseline,nearest,5_9,2.13
11664,baseline,nearest,5_9,0.41
12389,baseline,nearest,5_9,0.42
12390,baseline,nearest,5_9,0.31
12698,baseline,nearest,5_9,28.94
12697,baseline,nearest,5_9,28.94
11185,baseline,nearest,5_9,28.94
2914,baseline,nearest,5_9,28.8
6265,baseline,nearest,5_9,1.28
6263,baseline,nearest,5_9,0.8
4944,baseline,nearest,5_9,14.55
4942,baseline,nearest,5_9,3.49
12995,baseline,nearest,5_9,0.69
6795,baseline,nearest,5_9,1.57
7165,baseline,nearest,5_9,0.79
6400,baseline,nearest,5_9,1.18
3755,baseline,nearest,5_9,9.96
7450,baseline,nearest,5_9,6.28
7449,baseline,nearest,5_9,6.28
7442,baseline,nearest,5_9,6.28
3754,baseline,nearest,5_9,0.63
2360,baseline,nearest,5_9,0.54
14211,baseline,nearest,5_9,0.4
14246,baseline,nearest,5_9,0.4
12620,baseline,nearest,5_9,0.23
5793,baseline,nearest,5_9,0.08
12145,baseline,nearest,5_9,17.81
12146,baseline,nearest,5_9,17.81
8129,baseline,nearest,5_9,17.73
8128,baseline,nearest,5_9,17.73
8590,baseline,nearest,5_9,17.73
5719,baseline,nearest,5_9,4.24
5720,baseline,nearest,5_9,4.24
7466,baseline,nearest,5_9,4.24
4686,baseline,nearest,5_9,4.24
4685,baseline,nearest,5_9,4.22
10173,baseline,nearest,5_9,4.22
7820,baseline,nearest,5_9,4.16
7821,baseline,nearest,5_9,4.16
6406,baseline,nearest,5_9,4.16
6405,baseline,nearest,5_9,4.09
8111,baseline,nearest,5_9,1.07
8709,baseline,nearest,5_9,1.07
8706,baseline,nearest,5_9,1.07
2263,baseline,nearest,5_9,1.07
2089,baseline,nearest,5_9,0.07
2087,baseline,nearest,5_9,0.07
11722,baseline,nearest,5_9,0.07
11723,baseline,nearest,5_9,0.07
8120,baseline,nearest,5_9,0.38
8126,baseline,nearest,5_9,0.38
8127,baseline,nearest,5_9,0.33
7463,baseline,nearest,5_9,0.17
8106,baseline,nearest,5_9,0.05
2271,baseline,nearest,5_9,0.05
5717,baseline,nearest,5_9,0.05
2139,baseline,nearest,5_9,0.0
4885,baseline,nearest,5_9,16.31
11904,baseline,nearest,5_9,0.15
11903,baseline,nearest,5_9,0.08
9131,baseline,nearest,5_9,65.5
9132,baseline,nearest,5_9,65.36
9135,baseline,nearest,5_9,64.6
6527,baseline,nearest,5_9,64.6
6526,baseline,nearest,5_9,0.14
9136,baseline,nearest,5_9,0.12
9269,baseline,nearest,5_9,0.03
11821,baseline,nearest,5_9,0.04
9271,baseline,nearest,5_9,0.04
9142,baseline,nearest,5_9,1.29
14144,baseline,nearest,5_9,1.29
9188,baseline,nearest,5_9,1.05
5369,baseline,nearest,5_9,17.98
6040,baseline,nearest,5_9,17.09
6041,baseline,nearest,5_9,14.84
6379,baseline,nearest,5_9,14.84
6380,baseline,nearest,5_9,6.97
10171,baseline,nearest,5_9,6.65
3174,baseline,nearest,5_9,3.27
2744,baseline,nearest,5_9,1.66
2743,baseline,nearest,5_9,0.25
4111,baseline,nearest,5_9,8.36
4107,baseline,nearest,5_9,0.86
4110,baseline,nearest,5_9,6.54
4113,baseline,nearest,5_9,1.08
5367,baseline,nearest,5_9,8.68
12126,baseline,nearest,5_9,0.54
2911,baseline,nearest,5_9,0.18
12891,baseline,nearest,5_9,2.8
4943,baseline,nearest,5_9,11.06
7443,baseline,nearest,5_9,3.92
7448,baseline,nearest,5_9,1.82
7451,baseline,nearest,5_9,3.68
7444,baseline,nearest,5_9,3.13
7436,baseline,nearest,5_9,0.1
7435,baseline,nearest,5_9,0.1
2264,baseline,nearest,5_9,0.98
11351,baseline,nearest,5_9,0.98
8029,baseline,nearest,5_9,0.98
8027,baseline,nearest,5_9,0.98
8025,baseline,nearest,5_9,0.96
2262,baseline,nearest,5_9,0.96
2260,baseline,nearest,5_9,0.96
2257,baseline,nearest,5_9,0.51
10988,baseline,nearest,5_9,0.46
10180,baseline,nearest,5_9,0.46
2256,baseline,nearest,5_9,0.46
2255,baseline,nearest,5_9,0.08
2253,baseline,nearest,5_9,0.08
2251,baseline,nearest,5_9,0.08
2258,baseline,nearest,5_9,0.38
12926,baseline,nearest,5_9,0.38
3424,baseline,nearest,5_9,0.03
5195,baseline,nearest,5_9,0.19
5233,baseline,nearest,5_9,16.09
14918,baseline,nearest,5_9,0.12
2034,baseline,nearest,5_9,0.07
2032,baseline,nearest,5_9,0.05
2035,baseline,nearest,5_9,0.05
6042,baseline,nearest,5_9,1.19
4112,baseline,nearest,5_9,4.54
4114,baseline,nearest,5_9,4.04
4117,baseline,nearest,5_9,2.33
6755,baseline,nearest,5_9,8.15
6754,baseline,nearest,5_9,8.15
2319,baseline,nearest,5_9,7.82
2317,baseline,nearest,5_9,1.11
6952,baseline,nearest,5_9,1.11
2320,baseline,nearest,5_9,0.48
8312,baseline,nearest,5_9,0.25
6124,baseline,nearest,5_9,0.02
10788,baseline,nearest,5_9,73.4
6303,baseline,nearest,5_9,73.27
6304,baseline,nearest,5_9,5.56
3512,baseline,nearest,5_9,4.35
3511,baseline,nearest,5_9,3.39
13870,baseline,nearest,5_9,1.21
14025,baseline,nearest,5_9,0.88
6854,baseline,nearest,5_9,0.55
6747,baseline,nearest,5_9,0.11
2912,baseline,nearest,5_9,26.98
1621,baseline,nearest,5_9,12.78
2711,baseline,nearest,5_9,12.56
2707,baseline,nearest,5_9,0.09
9330,baseline,nearest,5_9,2.1
9328,baseline,nearest,5_9,2.1
12888,baseline,nearest,5_9,0.7
14744,baseline,nearest,5_9,10.46
4946,baseline,nearest,5_9,9.28
11179,baseline,nearest,5_9,0.39
7438,baseline,nearest,5_9,2.1
7441,baseline,nearest,5_9,2.1
10939,baseline,nearest,5_9,0.91
10938,baseline,nearest,5_9,0.91
3751,baseline,nearest,5_9,2.45
3748,baseline,nearest,5_9,0.91
8110,baseline,nearest,5_9,2.99
8710,baseline,nearest,5_9,2.99
8705,baseline,nearest,5_9,2.99
2833,baseline,nearest,5_9,2.99
2831,baseline,nearest,5_9,2.96
6403,baseline,nearest,5_9,2.25
4340,baseline,nearest,5_9,2.23
4341,baseline,nearest,5_9,1.43
6402,baseline,nearest,5_9,1.43
6500,baseline,nearest,5_9,0.28
8021,baseline,nearest,5_9,0.09
2832,baseline,nearest,5_9,0.03
8024,baseline,nearest,5_9,0.0
4599,baseline,nearest,5_9,0.08
5234,baseline,nearest,5_9,5.07
5382,baseline,nearest,5_9,5.07
5380,baseline,nearest,5_9,0.83
8143,baseline,nearest,5_9,0.83
2323,baseline,nearest,5_9,10.57
12619,baseline,nearest,5_9,0.27
8166,baseline,nearest,5_9,0.27
8138,baseline,nearest,5_9,0.27
13042,baseline,nearest,5_9,0.59
14933,baseline,nearest,5_9,0.12
14930,baseline,nearest,5_9,0.47
14929,baseline,nearest,5_9,0.23
14931,baseline,nearest,5_9,0.23
3358,baseline,nearest,5_9,64.33
3359,baseline,nearest,5_9,63.94
6419,baseline,nearest,5_9,0.39
1685,baseline,nearest,5_9,0.25
1684,baseline,nearest,5_9,0.14
2029,baseline,nearest,5_9,0.02
2648,baseline,nearest,5_9,1.55
2646,baseline,nearest,5_9,0.41
2649,baseline,nearest,5_9,0.41
6378,baseline,nearest,5_9,6.85
2186,baseline,nearest,5_9,4.91
2318,baseline,nearest,5_9,6.24
10495,baseline,nearest,5_9,4.06
10318,baseline,nearest,5_9,4.06
10316,baseline,nearest,5_9,0.16
8274,baseline,nearest,5_9,0.09
10317,baseline,nearest,5_9,3.91
9019,baseline,nearest,5_9,3.88
6259,baseline,nearest,5_9,62.81
2916,baseline,nearest,5_9,26.15
2917,baseline,nearest,5_9,26.09
2920,baseline,nearest,5_9,1.96
13889,baseline,nearest,5_9,1.78
13890,baseline,nearest,5_9,1.6
6704,baseline,nearest,5_9,1.07
1551,baseline,nearest,5_9,1.57
12733,baseline,nearest,5_9,1.4
12732,baseline,nearest,5_9,1.4
4947,baseline,nearest,5_9,6.17
10940,baseline,nearest,5_9,0.63
6802,baseline,nearest,5_9,5.38
6801,baseline,nearest,5_9,4.86
3737,baseline,nearest,5_9,4.86
3736,baseline,nearest,5_9,4.22
3739,baseline,nearest,5_9,1.76
10976,baseline,nearest,5_9,0.91
7815,baseline,nearest,5_9,0.91
3750,baseline,nearest,5_9,1.54
7589,baseline,nearest,5_9,1.13
7188,baseline,nearest,5_9,1.13
6501,baseline,nearest,5_9,1.15
7974,baseline,nearest,5_9,1.15
7975,baseline,nearest,5_9,1.15
7972,baseline,nearest,5_9,1.15
6499,baseline,nearest,5_9,1.15
6498,baseline,nearest,5_9,0.09
7576,baseline,nearest,5_9,0.09
5409,baseline,nearest,5_9,0.33
8130,baseline,nearest,5_9,0.01
4600,baseline,nearest,5_9,0.27
5163,baseline,nearest,5_9,0.27
10634,baseline,nearest,5_9,0.27
5381,baseline,nearest,5_9,4.14
1683,baseline,nearest,5_9,0.05
5539,baseline,nearest,5_9,62.92
5538,baseline,nearest,5_9,62.84
4461,baseline,nearest,5_9,60.29
4460,baseline,nearest,5_9,60.03
1760,baseline,nearest,5_9,60.03
1761,baseline,nearest,5_9,10.35
1763,baseline,nearest,5_9,5.14
4347,baseline,nearest,5_9,4.22
3829,baseline,nearest,5_9,2.81
5122,baseline,nearest,5_9,3.93
1759,baseline,nearest,5_9,49.67
5795,baseline,nearest,5_9,44.05
5316,baseline,nearest,5_9,43.07
5315,baseline,nearest,5_9,32.51
11564,baseline,nearest,5_9,31.99
14061,baseline,nearest,5_9,31.99
11562,baseline,nearest,5_9,31.37
11561,baseline,nearest,5_9,31.13
6870,baseline,nearest,5_9,29.98
6869,baseline,nearest,5_9,29.39
6871,baseline,nearest,5_9,25.91
2248,baseline,nearest,5_9,19.83
2247,baseline,nearest,5_9,18.71
3313,baseline,nearest,5_9,16.06
1766,baseline,nearest,5_9,13.83
1765,baseline,nearest,5_9,11.97
1538,baseline,nearest,5_9,3.53
1536,baseline,nearest,5_9,1.29
6759,baseline,nearest,5_9,5.66
8309,baseline,nearest,5_9,0.09
8776,baseline,nearest,5_9,3.85
5392,baseline,nearest,5_9,3.84
6302,baseline,nearest,5_9,67.71
11665,baseline,nearest,5_9,0.11
14226,baseline,nearest,5_9,62.08
14223,baseline,nearest,5_9,62.08
14222,baseline,nearest,5_9,0.11
14236,baseline,nearest,5_9,0.18
2710,baseline,nearest,5_9,12.47
6352,baseline,nearest,5_9,0.63
2708,baseline,nearest,5_9,0.03
12734,baseline,nearest,5_9,0.69
3745,baseline,nearest,5_9,0.22
3747,baseline,nearest,5_9,0.09
11623,baseline,nearest,5_9,0.09
5408,baseline,nearest,5_9,0.11
2837,baseline,nearest,5_9,0.62
2836,baseline,nearest,5_9,0.62
2839,baseline,nearest,5_9,0.54
7968,baseline,nearest,5_9,0.22
9550,baseline,nearest,5_9,0.11
5386,baseline,nearest,5_9,3.42
8157,baseline,nearest,5_9,3.42
8168,baseline,nearest,5_9,3.42
5159,baseline,nearest,5_9,3.42
5160,baseline,nearest,5_9,3.17
10619,baseline,nearest,5_9,3.05
3201,baseline,nearest,5_9,3.05
3203,baseline,nearest,5_9,1.5
4822,baseline,nearest,5_9,1.5
4821,baseline,nearest,5_9,0.14
10618,baseline,nearest,5_9,0.0
10621,baseline,nearest,5_9,0.0
10625,baseline,nearest,5_9,0.11
8140,baseline,nearest,5_9,0.48
8139,baseline,nearest,5_9,0.23
12755,baseline,nearest,5_9,3.62
6079,baseline,nearest,5_9,1.76
2173,baseline,nearest,5_9,1.29
5603,baseline,nearest,5_9,0.14
5604,baseline,nearest,5_9,0.05
5457,baseline,nearest,5_9,0.05
4349,baseline,nearest,5_9,0.29
13374,baseline,nearest,5_9,0.05
13375,baseline,nearest,5_9,0.03
13376,baseline,nearest,5_9,0.03
5320,baseline,nearest,5_9,0.24
3171,baseline,nearest,5_9,1.12
4083,baseline,nearest,5_9,3.95
4082,baseline,nearest,5_9,2.25
13544,baseline,nearest,5_9,1.13
5119,baseline,nearest,5_9,3.35
5120,baseline,nearest,5_9,2.82
10335,baseline,nearest,5_9,2.82
4085,baseline,nearest,5_9,2.25
6757,baseline,nearest,5_9,5.15
6965,baseline,nearest,5_9,1.49
10315,baseline,nearest,5_9,0.07
5394,baseline,nearest,5_9,0.07
5911,baseline,nearest,5_9,67.12
3449,baseline,nearest,5_9,25.47
4311,baseline,nearest,5_9,41.49
5606,baseline,nearest,5_9,60.66
5607,baseline,nearest,5_9,57.68
12022,baseline,nearest,5_9,55.54
5435,baseline,nearest,5_9,54.95
5437,baseline,nearest,5_9,32.99
13379,baseline,nearest,5_9,32.14
2556,baseline,nearest,5_9,31.74
2557,baseline,nearest,5_9,25.45
6255,baseline,nearest,5_9,25.24
12330,baseline,nearest,5_9,25.24
4891,baseline,nearest,5_9,24.62
4892,baseline,nearest,5_9,6.21
4888,baseline,nearest,5_9,5.44
4889,baseline,nearest,5_9,4.09
12873,baseline,nearest,5_9,1.56
11930,baseline,nearest,5_9,1.14
11931,baseline,nearest,5_9,0.69
10017,baseline,nearest,5_9,0.69
11870,baseline,nearest,5_9,0.46
11871,baseline,nearest,5_9,0.34
5605,baseline,nearest,5_9,1.37
1681,baseline,nearest,5_9,1.26
14234,baseline,nearest,5_9,0.36
6353,baseline,nearest,5_9,11.23
6564,baseline,nearest,5_9,10.46
3729,baseline,nearest,5_9,9.83
3728,baseline,nearest,5_9,8.17
3731,baseline,nearest,5_9,8.14
14719,baseline,nearest,5_9,8.05
14720,baseline,nearest,5_9,8.05
3733,baseline,nearest,5_9,7.73
3735,baseline,nearest,5_9,7.13
5474,baseline,nearest,5_9,6.44
5473,baseline,nearest,5_9,2.93
13271,baseline,nearest,5_9,1.42
13272,baseline,nearest,5_9,1.42
3742,baseline,nearest,5_9,0.2
3743,baseline,nearest,5_9,0.2
4828,baseline,nearest,5_9,0.1
6496,baseline,nearest,5_9,0.63
6497,baseline,nearest,5_9,0.32
4337,baseline,nearest,5_9,0.44
4338,baseline,nearest,5_9,0.11
8591,baseline,nearest,5_9,13.49
1582,baseline,nearest,5_9,13.49
1581,baseline,nearest,5_9,13.49
8122,baseline,nearest,5_9,13.49
8121,baseline,nearest,5_9,13.49
8118,baseline,nearest,5_9,13.49
8117,baseline,nearest,5_9,13.49
8125,baseline,nearest,5_9,13.49
7077,baseline,nearest,5_9,13.49
1796,baseline,nearest,5_9,13.49
1797,baseline,nearest,5_9,13.49
14538,baseline,nearest,5_9,13.49
12405,baseline,nearest,5_9,13.49
12404,baseline,nearest,5_9,13.49
2212,baseline,nearest,5_9,13.49
2210,baseline,nearest,5_9,13.49
2220,baseline,nearest,5_9,9.05
2219,baseline,nearest,5_9,9.04
5155,baseline,nearest,5_9,7.68
2129,baseline,nearest,5_9,7.68
2131,baseline,nearest,5_9,0.67
12723,baseline,nearest,5_9,0.61
12728,baseline,nearest,5_9,0.39
12400,baseline,nearest,5_9,0.39
12401,baseline,nearest,5_9,0.39
5156,baseline,nearest,5_9,0.22
2130,baseline,nearest,5_9,6.82
12531,baseline,nearest,5_9,6.72
2133,baseline,nearest,5_9,6.49
2134,baseline,nearest,5_9,2.22
4582,baseline,nearest,5_9,1.79
4583,baseline,nearest,5_9,1.57
4820,baseline,nearest,5_9,1.14
3098,baseline,nearest,5_9,1.14
3096,baseline,nearest,5_9,0.45
10521,baseline,nearest,5_9,0.45
3100,baseline,nearest,5_9,0.45
3101,baseline,nearest,5_9,0.22
3202,baseline,nearest,5_9,1.55
5134,baseline,nearest,5_9,3.09
5133,baseline,nearest,5_9,3.09
6098,baseline,nearest,5_9,2.83
2322,baseline,nearest,5_9,7.59
8655,baseline,nearest,5_9,1.36
14276,baseline,nearest,5_9,1.08
5456,baseline,nearest,5_9,0.02
1762,baseline,nearest,5_9,4.31
3827,baseline,nearest,5_9,1.95
5314,baseline,nearest,5_9,9.86
5317,baseline,nearest,5_9,4.14
1769,baseline,nearest,5_9,3.95
1768,baseline,nearest,5_9,1.91
6967,baseline,nearest,5_9,3.05
6960,baseline,nearest,5_9,3.05
6962,baseline,nearest,5_9,3.05
4309,baseline,nearest,5_9,40.47
5912,baseline,nearest,5_9,39.26
5913,baseline,nearest,5_9,0.65
2919,baseline,nearest,5_9,23.46
6348,baseline,nearest,5_9,0.34
6350,baseline,nearest,5_9,0.17
5470,baseline,nearest,5_9,2.76
3740,baseline,nearest,5_9,0.66
7329,baseline,nearest,5_9,0.51
5834,baseline,nearest,5_9,0.21
5833,baseline,nearest,5_9,0.1
7819,baseline,nearest,5_9,0.1
7817,baseline,nearest,5_9,0.1
10107,baseline,nearest,5_9,0.11
7058,baseline,nearest,5_9,0.11
8823,baseline,nearest,5_9,187.82
8822,baseline,nearest,5_9,187.82
8821,baseline,nearest,5_9,187.82
6234,baseline,nearest,5_9,187.47
6236,baseline,nearest,5_9,92.79
8831,baseline,nearest,5_9,92.79
8833,baseline,nearest,5_9,89.83
8834,baseline,nearest,5_9,70.5
8835,baseline,nearest,5_9,70.5
8836,baseline,nearest,5_9,70.5
7209,baseline,nearest,5_9,70.49
7203,baseline,nearest,5_9,59.42
7205,baseline,nearest,5_9,45.84
7218,baseline,nearest,5_9,45.63
7219,baseline,nearest,5_9,45.58
7084,baseline,nearest,5_9,45.56
2829,baseline,nearest,5_9,45.3
2830,baseline,nearest,5_9,20.85
10483,baseline,nearest,5_9,19.28
2849,baseline,nearest,5_9,18.79
2850,baseline,nearest,5_9,3.72
5572,baseline,nearest,5_9,2.82
6675,baseline,nearest,5_9,2.73
6674,baseline,nearest,5_9,2.73
7352,baseline,nearest,5_9,2.64
7353,baseline,nearest,5_9,2.32
7178,baseline,nearest,5_9,2.02
4351,baseline,nearest,5_9,1.5
4352,baseline,nearest,5_9,1.08
7336,baseline,nearest,5_9,0.22
7969,baseline,nearest,5_9,0.11
6390,baseline,nearest,5_9,0.11
4339,baseline,nearest,5_9,0.22
11068,baseline,nearest,5_9,0.22
2843,baseline,nearest,5_9,0.32
3099,baseline,nearest,5_9,0.22
10384,baseline,nearest,5_9,0.22
10383,baseline,nearest,5_9,0.22
3102,baseline,nearest,5_9,0.22
3097,baseline,nearest,5_9,0.69
10434,baseline,nearest,5_9,0.69
10632,baseline,nearest,5_9,0.51
2171,baseline,nearest,5_9,0.23
14093,baseline,nearest,5_9,0.12
4459,baseline,nearest,5_9,0.04
5040,baseline,nearest,5_9,0.78
2100,baseline,nearest,5_9,2.96
5318,baseline,nearest,5_9,3.44
5400,baseline,nearest,5_9,3.02
5399,baseline,nearest,5_9,0.3
10601,baseline,nearest,5_9,0.3
12012,baseline,nearest,5_9,0.3
6750,baseline,nearest,5_9,0.14
5393,baseline,nearest,5_9,3.84
3644,baseline,nearest,5_9,37.49
3643,baseline,nearest,5_9,29.08
12514,baseline,nearest,5_9,0.33
12519,baseline,nearest,5_9,28.76
14075,baseline,nearest,5_9,28.43
2558,baseline,nearest,5_9,6.17
14082,baseline,nearest,5_9,5.83
2559,baseline,nearest,5_9,5.49
2560,baseline,nearest,5_9,2.29
6743,baseline,nearest,5_9,0.34
12628,baseline,nearest,5_9,0.34
13973,baseline,nearest,5_9,23.19
14255,baseline,nearest,5_9,23.19
14213,baseline,nearest,5_9,22.93
6351,baseline,nearest,5_9,0.08
3194,baseline,nearest,5_9,0.32
1586,baseline,nearest,5_9,11.07
1587,baseline,nearest,5_9,11.01
5136,baseline,nearest,5_9,7.83
5140,baseline,nearest,5_9,5.03
6493,baseline,nearest,5_9,4.07
7572,baseline,nearest,5_9,3.98
4368,baseline,nearest,5_9,3.69
4367,baseline,nearest,5_9,2.37
6201,baseline,nearest,5_9,1.91
4380,baseline,nearest,5_9,1.29
4379,baseline,nearest,5_9,0.87
7321,baseline,nearest,5_9,0.22
7432,baseline,nearest,5_9,0.22
3193,baseline,nearest,5_9,0.22
6494,baseline,nearest,5_9,0.22
6385,baseline,nearest,5_9,0.22
6386,baseline,nearest,5_9,0.11
6388,baseline,nearest,5_9,0.11
2851,baseline,nearest,5_9,1.26
10177,baseline,nearest,5_9,1.26
7176,baseline,nearest,5_9,1.08
7177,baseline,nearest,5_9,0.61
2846,baseline,nearest,5_9,0.61
2847,baseline,nearest,5_9,0.48
2844,baseline,nearest,5_9,0.43
4597,baseline,nearest,5_9,4.45
4595,baseline,nearest,5_9,4.45
5153,baseline,nearest,5_9,1.34
13483,baseline,nearest,5_9,1.34
12113,baseline,nearest,5_9,1.34
12112,baseline,nearest,5_9,1.31
4586,baseline,nearest,5_9,0.67
10433,baseline,nearest,5_9,0.47
10529,baseline,nearest,5_9,0.47
10528,baseline,nearest,5_9,0.47
10531,baseline,nearest,5_9,0.47
10535,baseline,nearest,5_9,0.47
10533,baseline,nearest,5_9,0.47
4825,baseline,nearest,5_9,0.47
4824,baseline,nearest,5_9,0.47
10381,baseline,nearest,5_9,0.47
10539,baseline,nearest,5_9,0.24
10541,baseline,nearest,5_9,0.24
13508,baseline,nearest,5_9,0.27
3792,baseline,nearest,5_9,1.87
5236,baseline,nearest,5_9,5.7
6083,baseline,nearest,5_9,3.83
6793,baseline,nearest,5_9,3.83
6794,baseline,nearest,5_9,0.91
5565,baseline,nearest,5_9,0.55
8174,baseline,nearest,5_9,153.45
8182,baseline,nearest,5_9,153.45
4250,baseline,nearest,5_9,153.1
4248,baseline,nearest,5_9,149.42
5312,baseline,nearest,5_9,134.41
4049,baseline,nearest,5_9,133.15
3612,baseline,nearest,5_9,131.88
3613,baseline,nearest,5_9,3.86
5117,baseline,nearest,5_9,3.41
5118,baseline,nearest,5_9,3.14
3347,baseline,nearest,5_9,2.07
3346,baseline,nearest,5_9,0.47
3348,baseline,nearest,5_9,0.23
5398,baseline,nearest,5_9,1.97
5401,baseline,nearest,5_9,1.97
12016,baseline,nearest,5_9,0.16
12015,baseline,nearest,5_9,0.16
6753,baseline,nearest,5_9,0.14
10311,baseline,nearest,5_9,3.84
5814,baseline,nearest,5_9,3.8
13780,baseline,nearest,5_9,0.42
11818,baseline,nearest,5_9,27.18
4019,baseline,nearest,5_9,27.18
6346,baseline,nearest,5_9,0.25
6345,baseline,nearest,5_9,0.05
6347,baseline,nearest,5_9,0.2
4903,baseline,nearest,5_9,0.2
6354,baseline,nearest,5_9,0.41
6358,baseline,nearest,5_9,0.34
3196,baseline,nearest,5_9,0.18
3197,baseline,nearest,5_9,0.12
5471,baseline,nearest,5_9,1.37
4369,baseline,nearest,5_9,1.02
4371,baseline,nearest,5_9,0.95
4370,baseline,nearest,5_9,0.83
4373,baseline,nearest,5_9,0.51
4376,baseline,nearest,5_9,0.29
7323,baseline,nearest,5_9,0.22
7320,baseline,nearest,5_9,0.43
8007,baseline,nearest,5_9,0.33
4629,baseline,nearest,5_9,4.44
4637,baseline,nearest,5_9,2.46
4639,baseline,nearest,5_9,2.42
4638,baseline,nearest,5_9,0.65
10196,baseline,nearest,5_9,0.65
10197,baseline,nearest,5_9,0.65
12411,baseline,nearest,5_9,1.27
4581,baseline,nearest,5_9,0.22
2132,baseline,nearest,5_9,4.17
2136,baseline,nearest,5_9,3.94
2138,baseline,nearest,5_9,3.94
4699,baseline,nearest,5_9,3.74
3298,baseline,nearest,5_9,2.46
5238,baseline,nearest,5_9,3.25
5567,baseline,nearest,5_9,1.49
4899,baseline,nearest,5_9,0.34
8177,baseline,nearest,5_9,0.42
8175,baseline,nearest,5_9,0.12
3349,baseline,nearest,5_9,0.35
2747,baseline,nearest,5_9,1.25
5168,baseline,nearest,5_9,0.98
3639,baseline,nearest,5_9,6.63
3642,baseline,nearest,5_9,2.94
6048,baseline,nearest,5_9,2.52
3641,baseline,nearest,5_9,2.27
4018,baseline,nearest,5_9,10.53
4015,baseline,nearest,5_9,8.07
