edge_idx,scenario,zone,age_group,children
6691,baseline,nearest,0_4,2.5
11895,baseline,nearest,0_4,0.81
14455,baseline,nearest,0_4,0.81
13710,baseline,nearest,0_4,21.98
13843,baseline,nearest,0_4,20.72
2929,baseline,nearest,0_4,20.72
2928,baseline,nearest,0_4,20.32
2930,baseline,nearest,0_4,15.74
9573,baseline,nearest,0_4,0.59
14451,baseline,nearest,0_4,0.29
9575,baseline,nearest,0_4,0.29
9574,baseline,nearest,0_4,14.27
2014,baseline,nearest,0_4,1.46
2013,baseline,nearest,0_4,1.03
12094,baseline,nearest,0_4,0.46
12095,baseline,nearest,0_4,0.46
1692,baseline,nearest,0_4,0.27
1688,baseline,nearest,0_4,0.12
10984,baseline,nearest,0_4,0.32
1510,baseline,nearest,0_4,47.26
1513,baseline,nearest,0_4,2.28
6996,baseline,nearest,0_4,0.65
9732,baseline,nearest,0_4,0.49
1636,baseline,nearest,0_4,28.62
6512,baseline,nearest,0_4,10.54
6514,baseline,nearest,0_4,1.1
9705,baseline,nearest,0_4,0.85
6513,baseline,nearest,0_4,0.67
6511,baseline,nearest,0_4,0.43
6510,baseline,nearest,0_4,0.43
14628,baseline,nearest,0_4,0.16
9646,baseline,nearest,0_4,0.2
9624,baseline,nearest,0_4,0.24
2592,baseline,nearest,0_4,1.18
9652,baseline,nearest,0_4,1.18
9653,baseline,nearest,0_4,0.93
9622,baseline,nearest,0_4,0.44
9623,baseline,nearest,0_4,0.44
5065,baseline,nearest,0_4,0.17
4789,baseline,nearest,0_4,0.23
4790,baseline,nearest,0_4,0.23
3032,baseline,nearest,0_4,1.55
3033,baseline,nearest,0_4,0.86
5248,baseline,nearest,0_4,102.22
7159,baseline,nearest,0_4,1.01
7158,baseline,nearest,0_4,1.01
3555,baseline,nearest,0_4,14.19
5994,baseline,nearest,0_4,14.19
9403,baseline,nearest,0_4,0.05
9925,baseline,nearest,0_4,1.29
1957,baseline,nearest,0_4,1.29
6587,baseline,nearest,0_4,0.01
6531,baseline,nearest,0_4,2.59
6684,baseline,nearest,0_4,0.9
2812,baseline,nearest,0_4,0.01
2813,baseline,nearest,0_4,0.01
2276,baseline,nearest,0_4,0.01
2275,baseline,nearest,0_4,0.01
9247,baseline,nearest,0_4,18.7
7737,baseline,nearest,0_4,18.7
7739,baseline,nearest,0_4,17.01
6687,baseline,nearest,0_4,15.82
4757,baseline,nearest,0_4,15.82
4756,baseline,nearest,0_4,15.82
11896,baseline,nearest,0_4,1.69
14464,baseline,nearest,0_4,1.69
2931,baseline,nearest,0_4,3.32
2933,baseline,nearest,0_4,2.03
3702,baseline,nearest,0_4,0.54
10553,baseline,nearest,0_4,1.56
3652,baseline,nearest,0_4,1.04
6502,baseline,nearest,0_4,0.28
5817,baseline,nearest,0_4,39.16
10695,baseline,nearest,0_4,38.64
10697,baseline,nearest,0_4,0.51
10699,baseline,nearest,0_4,0.22
5819,baseline,nearest,0_4,0.66
10696,baseline,nearest,0_4,37.84
5961,baseline,nearest,0_4,36.96
5960,baseline,nearest,0_4,32.25
8923,baseline,nearest,0_4,30.77
6804,baseline,nearest,0_4,27.08
5412,baseline,nearest,0_4,26.26
1609,baseline,nearest,0_4,24.68
1610,baseline,nearest,0_4,21.09
4778,baseline,nearest,0_4,15.69
4779,baseline,nearest,0_4,5.82
8977,baseline,nearest,0_4,4.48
8979,baseline,nearest,0_4,2.44
8982,baseline,nearest,0_4,0.69
1514,baseline,nearest,0_4,44.42
10762,baseline,nearest,0_4,27.47
12119,baseline,nearest,0_4,0.18
10581,baseline,nearest,0_4,0.1
1512,baseline,nearest,0_4,0.01
10763,baseline,nearest,0_4,0.01
10681,baseline,nearest,0_4,27.29
10682,baseline,nearest,0_4,24.35
11863,baseline,nearest,0_4,24.04
11872,baseline,nearest,0_4,24.04
12134,baseline,nearest,0_4,23.76
7565,baseline,nearest,0_4,23.15
7563,baseline,nearest,0_4,22.63
7564,baseline,nearest,0_4,18.87
7559,baseline,nearest,0_4,18.38
7560,baseline,nearest,0_4,18.38
7567,baseline,nearest,0_4,18.31
2441,baseline,nearest,0_4,18.3
2440,baseline,nearest,0_4,18.3
2444,baseline,nearest,0_4,0.12
9711,baseline,nearest,0_4,0.15
9644,baseline,nearest,0_4,0.2
2598,baseline,nearest,0_4,1.08
4548,baseline,nearest,0_4,0.62
4549,baseline,nearest,0_4,0.42
3031,baseline,nearest,0_4,0.15
7983,baseline,nearest,0_4,0.55
7150,baseline,nearest,0_4,0.2
1956,baseline,nearest,0_4,0.78
8991,baseline,nearest,0_4,0.78
8333,baseline,nearest,0_4,0.78
8325,baseline,nearest,0_4,0.78
8322,baseline,nearest,0_4,0.78
8321,baseline,nearest,0_4,0.78
6685,baseline,nearest,0_4,1.69
6951,baseline,nearest,0_4,1.69
9243,baseline,nearest,0_4,1.69
7738,baseline,nearest,0_4,1.69
4760,baseline,nearest,0_4,14.18
4759,baseline,nearest,0_4,10.15
4762,baseline,nearest,0_4,10.15
4764,baseline,nearest,0_4,6.77
14090,baseline,nearest,0_4,1.69
4767,baseline,nearest,0_4,5.08
9220,baseline,nearest,0_4,1.69
6110,baseline,nearest,0_4,11.21
10698,baseline,nearest,0_4,0.23
10204,baseline,nearest,0_4,1.11
10207,baseline,nearest,0_4,1.11
10680,baseline,nearest,0_4,2.94
11662,baseline,nearest,0_4,0.84
10580,baseline,nearest,0_4,0.49
11661,baseline,nearest,0_4,0.35
11660,baseline,nearest,0_4,0.35
11659,baseline,nearest,0_4,0.35
12123,baseline,nearest,0_4,0.35
12121,baseline,nearest,0_4,0.11
12120,baseline,nearest,0_4,0.11
14505,baseline,nearest,0_4,0.11
9733,baseline,nearest,0_4,0.16
6991,baseline,nearest,0_4,2.89
9324,baseline,nearest,0_4,2.88
6992,baseline,nearest,0_4,2.5
6993,baseline,nearest,0_4,2.35
4451,baseline,nearest,0_4,2.12
4452,baseline,nearest,0_4,0.7
9700,baseline,nearest,0_4,8.35
9629,baseline,nearest,0_4,0.24
6776,baseline,nearest,0_4,1.26
6286,baseline,nearest,0_4,0.79
5247,baseline,nearest,0_4,101.22
5245,baseline,nearest,0_4,100.77
7162,baseline,nearest,0_4,92.14
1579,baseline,nearest,0_4,0.74
1575,baseline,nearest,0_4,13.29
1576,baseline,nearest,0_4,12.62
7625,baseline,nearest,0_4,11.65
2866,baseline,nearest,0_4,10.56
2865,baseline,nearest,0_4,9.76
7627,baseline,nearest,0_4,8.74
2196,baseline,nearest,0_4,7.85
2197,baseline,nearest,0_4,2.71
10430,baseline,nearest,0_4,103.25
10428,baseline,nearest,0_4,103.25
10426,baseline,nearest,0_4,103.25
10425,baseline,nearest,0_4,103.25
4065,baseline,nearest,0_4,54.77
4066,baseline,nearest,0_4,54.77
4064,baseline,nearest,0_4,54.77
4063,baseline,nearest,0_4,19.3
3006,baseline,nearest,0_4,19.3
3004,baseline,nearest,0_4,19.22
3003,baseline,nearest,0_4,19.22
5493,baseline,nearest,0_4,0.76
5667,baseline,nearest,0_4,0.76
3936,baseline,nearest,0_4,0.76
3091,baseline,nearest,0_4,0.76
3086,baseline,nearest,0_4,0.62
3087,baseline,nearest,0_4,0.62
3090,baseline,nearest,0_4,0.0
10064,baseline,nearest,0_4,0.0
3089,baseline,nearest,0_4,0.61
10071,baseline,nearest,0_4,0.21
10070,baseline,nearest,0_4,0.41
13388,baseline,nearest,0_4,0.41
10076,baseline,nearest,0_4,0.41
10077,baseline,nearest,0_4,0.41
10075,baseline,nearest,0_4,0.41
4761,baseline,nearest,0_4,2.33
13390,baseline,nearest,0_4,2.33
9317,baseline,nearest,0_4,2.33
6280,baseline,nearest,0_4,0.79
9318,baseline,nearest,0_4,1.55
2932,baseline,nearest,0_4,0.4
4913,baseline,nearest,0_4,0.35
4858,baseline,nearest,0_4,1.8
2682,baseline,nearest,0_4,1.57
2681,baseline,nearest,0_4,1.38
2627,baseline,nearest,0_4,1.19
2626,baseline,nearest,0_4,0.18
4676,baseline,nearest,0_4,0.18
3653,baseline,nearest,0_4,0.59
14638,baseline,nearest,0_4,0.78
14641,baseline,nearest,0_4,0.78
8978,baseline,nearest,0_4,0.99
7460,baseline,nearest,0_4,16.52
7069,baseline,nearest,0_4,15.83
7068,baseline,nearest,0_4,0.88
10491,baseline,nearest,0_4,0.53
10409,baseline,nearest,0_4,0.26
10206,baseline,nearest,0_4,0.72
10210,baseline,nearest,0_4,0.72
12122,baseline,nearest,0_4,0.25
12992,baseline,nearest,0_4,0.25
14504,baseline,nearest,0_4,0.08
11082,baseline,nearest,0_4,0.16
8367,baseline,nearest,0_4,0.7
8368,baseline,nearest,0_4,0.42
8374,baseline,nearest,0_4,0.14
9699,baseline,nearest,0_4,12.4
1631,baseline,nearest,0_4,6.95
1632,baseline,nearest,0_4,6.95
1783,baseline,nearest,0_4,6.52
1654,baseline,nearest,0_4,2.57
1655,baseline,nearest,0_4,0.62
6595,baseline,nearest,0_4,0.62
9713,baseline,nearest,0_4,0.07
9630,baseline,nearest,0_4,0.08
2477,baseline,nearest,0_4,0.52
2475,baseline,nearest,0_4,0.18
7310,baseline,nearest,0_4,0.18
7160,baseline,nearest,0_4,0.35
7153,baseline,nearest,0_4,0.35
1753,baseline,nearest,0_4,18.46
1749,baseline,nearest,0_4,18.46
1750,baseline,nearest,0_4,12.95
2853,baseline,nearest,0_4,5.82
2852,baseline,nearest,0_4,2.86
14738,baseline,nearest,0_4,2.56
14739,baseline,nearest,0_4,2.56
9851,baseline,nearest,0_4,2.56
9850,baseline,nearest,0_4,2.04
12500,baseline,nearest,0_4,2.04
12499,baseline,nearest,0_4,2.04
14736,baseline,nearest,0_4,2.04
12089,baseline,nearest,0_4,2.04
2857,baseline,nearest,0_4,1.53
2856,baseline,nearest,0_4,1.53
3092,baseline,nearest,0_4,0.15
2980,baseline,nearest,0_4,48.47
2979,baseline,nearest,0_4,15.66
4068,baseline,nearest,0_4,15.65
3813,baseline,nearest,0_4,15.43
3812,baseline,nearest,0_4,15.43
4021,baseline,nearest,0_4,15.43
2524,baseline,nearest,0_4,15.43
2522,baseline,nearest,0_4,14.51
2147,baseline,nearest,0_4,14.51
2149,baseline,nearest,0_4,14.5
6799,baseline,nearest,0_4,14.5
6797,baseline,nearest,0_4,14.5
3419,baseline,nearest,0_4,14.5
3420,baseline,nearest,0_4,5.06
9341,baseline,nearest,0_4,4.4
3417,baseline,nearest,0_4,3.45
2164,baseline,nearest,0_4,2.15
2165,baseline,nearest,0_4,1.99
3150,baseline,nearest,0_4,1.93
3149,baseline,nearest,0_4,1.87
3153,baseline,nearest,0_4,1.87
4914,baseline,nearest,0_4,0.15
4915,baseline,nearest,0_4,0.03
4918,baseline,nearest,0_4,0.03
3416,baseline,nearest,0_4,0.39
2934,baseline,nearest,0_4,0.75
3647,baseline,nearest,0_4,2.77
3649,baseline,nearest,0_4,2.77
5018,baseline,nearest,0_4,0.94
3655,baseline,nearest,0_4,0.47
14936,baseline,nearest,0_4,0.64
10722,baseline,nearest,0_4,0.35
14935,baseline,nearest,0_4,0.06
10213,baseline,nearest,0_4,0.39
10216,baseline,nearest,0_4,0.39
11663,baseline,nearest,0_4,1.61
11861,baseline,nearest,0_4,1.19
2445,baseline,nearest,0_4,0.0
10957,baseline,nearest,0_4,0.0
1780,baseline,nearest,0_4,0.68
7383,baseline,nearest,0_4,0.68
7382,baseline,nearest,0_4,0.68
7381,baseline,nearest,0_4,0.68
8347,baseline,nearest,0_4,0.53
7379,baseline,nearest,0_4,0.43
8366,baseline,nearest,0_4,0.28
8372,baseline,nearest,0_4,0.14
8373,baseline,nearest,0_4,0.14
1643,baseline,nearest,0_4,11.03
1645,baseline,nearest,0_4,11.03
1635,baseline,nearest,0_4,6.26
1634,baseline,nearest,0_4,6.26
8361,baseline,nearest,0_4,6.26
1649,baseline,nearest,0_4,6.26
1647,baseline,nearest,0_4,6.26
8765,baseline,nearest,0_4,0.31
6055,baseline,nearest,0_4,0.49
6054,baseline,nearest,0_4,0.49
5497,baseline,nearest,0_4,0.21
4663,baseline,nearest,0_4,0.07
4550,baseline,nearest,0_4,0.12
3851,baseline,nearest,0_4,6.98
11820,baseline,nearest,0_4,6.98
3854,baseline,nearest,0_4,6.48
3855,baseline,nearest,0_4,4.77
3286,baseline,nearest,0_4,2.6
3287,baseline,nearest,0_4,2.3
2886,baseline,nearest,0_4,2.11
2885,baseline,nearest,0_4,1.46
6043,baseline,nearest,0_4,0.18
7307,baseline,nearest,0_4,0.18
2479,baseline,nearest,0_4,0.21
5723,baseline,nearest,0_4,0.25
7163,baseline,nearest,0_4,11.88
7626,baseline,nearest,0_4,1.03
7623,baseline,nearest,0_4,1.03
3007,baseline,nearest,0_4,0.08
5494,baseline,nearest,0_4,0.08
12598,baseline,nearest,0_4,0.08
3152,baseline,nearest,0_4,0.69
3151,baseline,nearest,0_4,0.06
4919,baseline,nearest,0_4,0.02
8173,baseline,nearest,0_4,243.86
6087,baseline,nearest,0_4,243.79
6086,baseline,nearest,0_4,223.16
6082,baseline,nearest,0_4,223.01
6084,baseline,nearest,0_4,222.47
8656,baseline,nearest,0_4,221.91
6080,baseline,nearest,0_4,221.82
6081,baseline,nearest,0_4,220.43
11644,baseline,nearest,0_4,220.28
12618,baseline,nearest,0_4,219.69
12616,baseline,nearest,0_4,219.59
8135,baseline,nearest,0_4,219.59
8136,baseline,nearest,0_4,219.5
10089,baseline,nearest,0_4,19.93
5379,baseline,nearest,0_4,19.85
5377,baseline,nearest,0_4,17.64
10547,baseline,nearest,0_4,17.52
4883,baseline,nearest,0_4,17.47
4881,baseline,nearest,0_4,15.35
4882,baseline,nearest,0_4,15.31
4876,baseline,nearest,0_4,15.27
4875,baseline,nearest,0_4,11.52
3991,baseline,nearest,0_4,11.52
3993,baseline,nearest,0_4,11.44
3270,baseline,nearest,0_4,7.07
3271,baseline,nearest,0_4,4.56
3323,baseline,nearest,0_4,2.2
5019,baseline,nearest,0_4,1.57
10090,baseline,nearest,0_4,193.67
9130,baseline,nearest,0_4,193.59
9129,baseline,nearest,0_4,120.36
9134,baseline,nearest,0_4,120.12
9332,baseline,nearest,0_4,3.39
9333,baseline,nearest,0_4,2.98
7673,baseline,nearest,0_4,1.99
7125,baseline,nearest,0_4,0.29
8924,baseline,nearest,0_4,2.84
8926,baseline,nearest,0_4,0.32
5411,baseline,nearest,0_4,0.29
2991,baseline,nearest,0_4,0.14
10492,baseline,nearest,0_4,0.35
8343,baseline,nearest,0_4,0.14
1652,baseline,nearest,0_4,1.95
1656,baseline,nearest,0_4,0.58
9691,baseline,nearest,0_4,0.58
6596,baseline,nearest,0_4,0.58
6598,baseline,nearest,0_4,0.58
1784,baseline,nearest,0_4,3.95
1661,baseline,nearest,0_4,3.95
1660,baseline,nearest,0_4,3.95
2225,baseline,nearest,0_4,3.95
2223,baseline,nearest,0_4,3.54
2222,baseline,nearest,0_4,2.43
5499,baseline,nearest,0_4,1.21
9688,baseline,nearest,0_4,0.29
9687,baseline,nearest,0_4,0.29
4667,baseline,nearest,0_4,0.66
4665,baseline,nearest,0_4,0.66
9678,baseline,nearest,0_4,0.66
9680,baseline,nearest,0_4,0.66
6016,baseline,nearest,0_4,0.66
6017,baseline,nearest,0_4,0.66
4389,baseline,nearest,0_4,0.41
6044,baseline,nearest,0_4,1.0
2633,baseline,nearest,0_4,0.44
2481,baseline,nearest,0_4,0.16
7161,baseline,nearest,0_4,8.28
14516,baseline,nearest,0_4,1.03
12597,baseline,nearest,0_4,0.01
12093,baseline,nearest,0_4,0.01
10236,baseline,nearest,0_4,0.12
3155,baseline,nearest,0_4,0.04
3272,baseline,nearest,0_4,2.31
3325,baseline,nearest,0_4,2.31
3324,baseline,nearest,0_4,1.63
7399,baseline,nearest,0_4,5.73
7398,baseline,nearest,0_4,5.64
11605,baseline,nearest,0_4,5.64
2940,baseline,nearest,0_4,5.64
2937,baseline,nearest,0_4,5.2
2939,baseline,nearest,0_4,1.12
7388,baseline,nearest,0_4,0.76
7390,baseline,nearest,0_4,0.23
7674,baseline,nearest,0_4,1.11
9331,baseline,nearest,0_4,0.82
7675,baseline,nearest,0_4,0.59
5962,baseline,nearest,0_4,4.35
7405,baseline,nearest,0_4,4.14
7404,baseline,nearest,0_4,0.64
14462,baseline,nearest,0_4,0.59
7402,baseline,nearest,0_4,0.53
5056,baseline,nearest,0_4,1.02
5054,baseline,nearest,0_4,0.41
1543,baseline,nearest,0_4,2.78
1542,baseline,nearest,0_4,2.78
4777,baseline,nearest,0_4,5.39
4644,baseline,nearest,0_4,3.56
4776,baseline,nearest,0_4,1.46
10308,baseline,nearest,0_4,1.46
4714,baseline,nearest,0_4,1.23
4780,baseline,nearest,0_4,7.91
7067,baseline,nearest,0_4,14.27
6488,baseline,nearest,0_4,13.75
4787,baseline,nearest,0_4,12.69
4139,baseline,nearest,0_4,11.32
4140,baseline,nearest,0_4,6.08
4141,baseline,nearest,0_4,2.17
2364,baseline,nearest,0_4,2.17
2362,baseline,nearest,0_4,1.63
13762,baseline,nearest,0_4,0.54
4450,baseline,nearest,0_4,0.32
8348,baseline,nearest,0_4,0.01
8353,baseline,nearest,0_4,0.01
1782,baseline,nearest,0_4,1.75
1629,baseline,nearest,0_4,0.99
1627,baseline,nearest,0_4,0.99
2518,baseline,nearest,0_4,0.64
2519,baseline,nearest,0_4,0.43
4541,baseline,nearest,0_4,0.23
4293,baseline,nearest,0_4,1.23
4292,baseline,nearest,0_4,0.3
4391,baseline,nearest,0_4,0.3
4392,baseline,nearest,0_4,0.3
2151,baseline,nearest,0_4,0.3
4294,baseline,nearest,0_4,0.71
5527,baseline,nearest,0_4,0.71
5528,baseline,nearest,0_4,0.4
2155,baseline,nearest,0_4,0.4
2156,baseline,nearest,0_4,0.08
2884,baseline,nearest,0_4,0.59
2887,baseline,nearest,0_4,0.53
2890,baseline,nearest,0_4,0.18
5971,baseline,nearest,0_4,0.56
2634,baseline,nearest,0_4,0.09
2195,baseline,nearest,0_4,5.14
10181,baseline,nearest,0_4,2.06
13177,baseline,nearest,0_4,2.06
14859,baseline,nearest,0_4,0.3
11592,baseline,nearest,0_4,4.12
10458,baseline,nearest,0_4,3.01
10457,baseline,nearest,0_4,2.56
4632,baseline,nearest,0_4,0.55
7393,baseline,nearest,0_4,0.35
11822,baseline,nearest,0_4,116.73
5375,baseline,nearest,0_4,116.3
5374,baseline,nearest,0_4,114.23
5372,baseline,nearest,0_4,101.67
3267,baseline,nearest,0_4,101.67
3266,baseline,nearest,0_4,4.28
3264,baseline,nearest,0_4,3.01
3998,baseline,nearest,0_4,1.15
3999,baseline,nearest,0_4,0.45
8921,baseline,nearest,0_4,0.56
5055,baseline,nearest,0_4,0.17
1546,baseline,nearest,0_4,2.16
4071,baseline,nearest,0_4,0.49
2498,baseline,nearest,0_4,2.61
2499,baseline,nearest,0_4,1.66
4774,baseline,nearest,0_4,0.47
14009,baseline,nearest,0_4,0.54
8356,baseline,nearest,0_4,0.17
1785,baseline,nearest,0_4,0.63
8365,baseline,nearest,0_4,0.63
4540,baseline,nearest,0_4,0.2
8750,baseline,nearest,0_4,0.2
9660,baseline,nearest,0_4,0.42
2221,baseline,nearest,0_4,1.08
4295,baseline,nearest,0_4,0.88
9671,baseline,nearest,0_4,0.88
3853,baseline,nearest,0_4,1.4
5524,baseline,nearest,0_4,0.7
9715,baseline,nearest,0_4,0.43
14625,baseline,nearest,0_4,0.43
2157,baseline,nearest,0_4,0.43
5388,baseline,nearest,0_4,0.12
5970,baseline,nearest,0_4,0.13
13178,baseline,nearest,0_4,1.03
2860,baseline,nearest,0_4,2.71
2861,baseline,nearest,0_4,2.03
2859,baseline,nearest,0_4,1.35
2611,baseline,nearest,0_4,35.47
2609,baseline,nearest,0_4,34.34
2607,baseline,nearest,0_4,34.34
2608,baseline,nearest,0_4,34.34
9919,baseline,nearest,0_4,34.34
8586,baseline,nearest,0_4,34.34
2605,baseline,nearest,0_4,34.34
2606,baseline,nearest,0_4,34.34
2603,baseline,nearest,0_4,34.34
2604,baseline,nearest,0_4,5.31
1755,baseline,nearest,0_4,5.31
1754,baseline,nearest,0_4,5.31
11338,baseline,nearest,0_4,5.31
3418,baseline,nearest,0_4,8.38
3422,baseline,nearest,0_4,7.21
3421,baseline,nearest,0_4,6.91
5992,baseline,nearest,0_4,6.1
1739,baseline,nearest,0_4,1.59
1738,baseline,nearest,0_4,1.54
3268,baseline,nearest,0_4,97.26
5321,baseline,nearest,0_4,83.83
9140,baseline,nearest,0_4,2.42
9139,baseline,nearest,0_4,0.18
7406,baseline,nearest,0_4,3.15
10862,baseline,nearest,0_4,0.27
8920,baseline,nearest,0_4,0.27
14913,baseline,nearest,0_4,0.14
10779,baseline,nearest,0_4,2.81
10782,baseline,nearest,0_4,2.03
10863,baseline,nearest,0_4,1.76
10703,baseline,nearest,0_4,0.95
9335,baseline,nearest,0_4,0.14
9334,baseline,nearest,0_4,0.14
6807,baseline,nearest,0_4,7.15
12124,baseline,nearest,0_4,0.23
14874,baseline,nearest,0_4,0.23
14876,baseline,nearest,0_4,0.23
5612,baseline,nearest,0_4,0.24
4545,baseline,nearest,0_4,0.44
4546,baseline,nearest,0_4,0.44
8757,baseline,nearest,0_4,0.44
4543,baseline,nearest,0_4,0.2
4542,baseline,nearest,0_4,0.2
12085,baseline,nearest,0_4,0.2
9672,baseline,nearest,0_4,0.31
2889,baseline,nearest,0_4,0.12
1550,baseline,nearest,0_4,75.34
1552,baseline,nearest,0_4,71.61
6396,baseline,nearest,0_4,70.17
6395,baseline,nearest,0_4,57.46
13527,baseline,nearest,0_4,57.46
13539,baseline,nearest,0_4,57.46
11989,baseline,nearest,0_4,56.7
11042,baseline,nearest,0_4,56.7
6398,baseline,nearest,0_4,56.53
6399,baseline,nearest,0_4,18.54
6483,baseline,nearest,0_4,8.88
10264,baseline,nearest,0_4,2.64
6397,baseline,nearest,0_4,37.12
4939,baseline,nearest,0_4,35.53
4937,baseline,nearest,0_4,34.44
4935,baseline,nearest,0_4,7.55
4031,baseline,nearest,0_4,7.55
4032,baseline,nearest,0_4,6.47
4033,baseline,nearest,0_4,4.71
4936,baseline,nearest,0_4,26.27
5749,baseline,nearest,0_4,12.65
5748,baseline,nearest,0_4,11.59
4038,baseline,nearest,0_4,10.48
4035,baseline,nearest,0_4,5.74
2602,baseline,nearest,0_4,28.62
2621,baseline,nearest,0_4,28.62
8604,baseline,nearest,0_4,28.62
2616,baseline,nearest,0_4,28.62
2619,baseline,nearest,0_4,22.74
4678,baseline,nearest,0_4,22.74
4680,baseline,nearest,0_4,22.01
4682,baseline,nearest,0_4,22.01
14629,baseline,nearest,0_4,22.01
10345,baseline,nearest,0_4,22.01
6217,baseline,nearest,0_4,21.57
2691,baseline,nearest,0_4,21.57
2692,baseline,nearest,0_4,20.87
2145,baseline,nearest,0_4,20.87
2146,baseline,nearest,0_4,18.62
2689,baseline,nearest,0_4,7.97
3887,baseline,nearest,0_4,7.97
3885,baseline,nearest,0_4,4.09
6560,baseline,nearest,0_4,2.05
1697,baseline,nearest,0_4,2.96
1699,baseline,nearest,0_4,2.96
10380,baseline,nearest,0_4,2.96
9492,baseline,nearest,0_4,2.96
1695,baseline,nearest,0_4,2.68
1694,baseline,nearest,0_4,2.68
7642,baseline,nearest,0_4,2.68
7641,baseline,nearest,0_4,2.05
7634,baseline,nearest,0_4,2.05
2617,baseline,nearest,0_4,5.76
9584,baseline,nearest,0_4,5.76
9586,baseline,nearest,0_4,0.18
2612,baseline,nearest,0_4,1.03
4095,baseline,nearest,0_4,0.37
6615,baseline,nearest,0_4,0.36
10240,baseline,nearest,0_4,0.36
10241,baseline,nearest,0_4,0.36
10237,baseline,nearest,0_4,0.03
5714,baseline,nearest,0_4,0.03
5715,baseline,nearest,0_4,0.03
8608,baseline,nearest,0_4,0.03
8612,baseline,nearest,0_4,0.03
2978,baseline,nearest,0_4,32.79
2977,baseline,nearest,0_4,0.07
14261,baseline,nearest,0_4,0.07
14259,baseline,nearest,0_4,0.07
6289,baseline,nearest,0_4,0.06
6290,baseline,nearest,0_4,0.0
6699,baseline,nearest,0_4,0.0
3056,baseline,nearest,0_4,1.97
1734,baseline,nearest,0_4,0.22
9138,baseline,nearest,0_4,1.6
9144,baseline,nearest,0_4,0.66
9145,baseline,nearest,0_4,0.66
9146,baseline,nearest,0_4,0.25
9150,baseline,nearest,0_4,0.25
10861,baseline,nearest,0_4,0.14
9141,baseline,nearest,0_4,79.47
10717,baseline,nearest,0_4,79.47
10714,baseline,nearest,0_4,79.47
10715,baseline,nearest,0_4,79.24
10705,baseline,nearest,0_4,78.98
10481,baseline,nearest,0_4,78.49
8306,baseline,nearest,0_4,78.26
8305,baseline,nearest,0_4,78.26
8308,baseline,nearest,0_4,78.26
10503,baseline,nearest,0_4,14.84
10306,baseline,nearest,0_4,14.7
10305,baseline,nearest,0_4,14.57
2191,baseline,nearest,0_4,5.32
2190,baseline,nearest,0_4,4.78
10451,baseline,nearest,0_4,4.5
4413,baseline,nearest,0_4,4.19
3332,baseline,nearest,0_4,3.77
2641,baseline,nearest,0_4,2.9
2642,baseline,nearest,0_4,2.23
2069,baseline,nearest,0_4,1.95
6809,baseline,nearest,0_4,5.8
10309,baseline,nearest,0_4,4.81
3329,baseline,nearest,0_4,3.68
4142,baseline,nearest,0_4,1.7
2629,baseline,nearest,0_4,3.56
1515,baseline,nearest,0_4,2.37
1516,baseline,nearest,0_4,2.27
7566,baseline,nearest,0_4,2.27
1568,baseline,nearest,0_4,0.36
1565,baseline,nearest,0_4,1.91
1564,baseline,nearest,0_4,1.86
1616,baseline,nearest,0_4,1.86
1640,baseline,nearest,0_4,0.24
10091,baseline,nearest,0_4,0.16
4420,baseline,nearest,0_4,1.2
4422,baseline,nearest,0_4,0.88
4424,baseline,nearest,0_4,0.24
3875,baseline,nearest,0_4,1.45
3878,baseline,nearest,0_4,1.29
13255,baseline,nearest,0_4,0.81
3879,baseline,nearest,0_4,0.17
9323,baseline,nearest,0_4,0.06
4296,baseline,nearest,0_4,0.2
5500,baseline,nearest,0_4,0.2
5501,baseline,nearest,0_4,0.2
9676,baseline,nearest,0_4,0.2
5525,baseline,nearest,0_4,0.22
5504,baseline,nearest,0_4,0.22
1670,baseline,nearest,0_4,4.41
3886,baseline,nearest,0_4,3.87
9585,baseline,nearest,0_4,5.39
2615,baseline,nearest,0_4,5.39
2613,baseline,nearest,0_4,4.53
7632,baseline,nearest,0_4,2.06
7637,baseline,nearest,0_4,1.03
4679,baseline,nearest,0_4,0.37
10102,baseline,nearest,0_4,0.19
13061,baseline,nearest,0_4,0.34
4094,baseline,nearest,0_4,0.24
2610,baseline,nearest,0_4,0.06
4878,baseline,nearest,0_4,3.07
5197,baseline,nearest,0_4,2.79
6683,baseline,nearest,0_4,2.55
5378,baseline,nearest,0_4,2.21
7400,baseline,nearest,0_4,2.17
6172,baseline,nearest,0_4,2.13
6170,baseline,nearest,0_4,1.71
3988,baseline,nearest,0_4,1.64
5928,baseline,nearest,0_4,8.92
5929,baseline,nearest,0_4,5.09
5932,baseline,nearest,0_4,4.8
2065,baseline,nearest,0_4,4.25
2063,baseline,nearest,0_4,2.32
2070,baseline,nearest,0_4,1.45
3330,baseline,nearest,0_4,0.99
1619,baseline,nearest,0_4,0.06
2443,baseline,nearest,0_4,17.95
10865,baseline,nearest,0_4,0.12
10867,baseline,nearest,0_4,0.09
10868,baseline,nearest,0_4,0.07
1671,baseline,nearest,0_4,1.76
12478,baseline,nearest,0_4,1.76
6484,baseline,nearest,0_4,7.19
5115,baseline,nearest,0_4,7.19
5113,baseline,nearest,0_4,4.54
1674,baseline,nearest,0_4,1.01
3318,baseline,nearest,0_4,3.67
3316,baseline,nearest,0_4,3.67
