GEOID,total_pop,median_hh_income,pct_young_children,pct_elementary_age,pct_minority,pct_black,pct_hispanic,pct_below_185_poverty,pct_renter,pct_zero_vehicle,pct_single_parent,pct_low_income
371350122011,939,162500.0,5.218317358892439,6.815761448349308,30.45793397231097,22.683706070287542,4.472843450479233,8.626198083067091,14.603960396039604,2.2277227722772275,32.83582089552239,18.564356435643564
371350122012,1666,199792.0,7.082833133253301,6.722689075630252,26.950780312124845,2.220888355342137,12.304921968787514,0.900360144057623,0.0,2.3214285714285716,21.27659574468085,4.642857142857143
371350122023,1860,183424.0,4.46236559139785,5.376344086021505,24.301075268817208,3.655913978494624,6.129032258064516,8.118279569892472,36.89700130378096,2.8683181225554106,9.236947791164658,15.514993481095177
371350122022,1326,38977.0,3.695324283559578,3.092006033182504,24.208144796380093,1.7345399698340875,11.463046757164404,43.26404926866821,62.22222222222222,1.1965811965811968,0.0,53.84615384615385
371350117003,678,,2.6548672566371683,6.784660766961652,44.24778761061947,1.1799410029498525,13.716814159292035,27.669172932330827,64.59143968871595,3.11284046692607,0.0,34.24124513618677
371350117004,785,45139.0,8.789808917197451,4.203821656050955,18.59872611464968,9.936305732484078,2.038216560509554,74.64968152866241,69.95515695067265,18.83408071748879,30.0,61.43497757847533
371350117002,702,62973.0,6.267806267806268,4.273504273504273,53.561253561253565,12.250712250712251,3.133903133903134,35.61253561253561,91.90751445086705,0.0,27.419354838709676,40.7514450867052
371350116021,6842,29226.0,1.0230926629640456,0.19000292312189418,44.97223034200526,14.542531423560362,6.197018415667934,68.0,95.86776859504133,7.43801652892562,0.0,80.99173553719008
371350117001,3639,38182.0,0.9892827699917559,0.3022808463863699,22.341302555647157,9.727947238252268,4.259411926353394,69.66188050023159,70.96069868995633,5.458515283842795,0.0,57.096069868995635
371350116011,2106,,0.0,0.0,40.55080721747388,14.387464387464387,5.0332383665717,0.0,0.0,0.0,0.0,0.0
371350115001,1742,136667.0,1.2055109070034442,6.946039035591274,19.173363949483356,5.05166475315729,7.290470723306544,12.916188289322616,28.92768079800499,14.33915211970075,17.159763313609467,18.952618453865338
371350113002,781,17131.0,0.5121638924455826,3.201024327784891,8.578745198463512,1.5364916773367476,5.377720870678617,88.86043533930858,99.65397923875432,0.0,0.0,84.77508650519032
371350113003,1078,37083.0,0.0,6.8645640074211505,54.452690166975884,40.909090909090914,3.803339517625232,63.729128014842296,65.77669902912622,9.466019417475728,100.0,69.1747572815534
371350114003,2469,15972.0,0.0,0.0,39.48967193195626,19.64358039692183,8.626974483596598,82.1951219512195,92.1996879875195,13.884555382215288,0.0,72.38689547581903
371350113001,1024,51058.0,0.0,0.0,53.80859375,16.11328125,2.24609375,81.73828125,85.41666666666666,16.36904761904762,0.0,43.452380952380956
371350114002,1168,,0.684931506849315,1.7123287671232876,26.1986301369863,7.02054794520548,1.0273972602739725,30.54003724394786,23.70689655172414,6.68103448275862,0.0,28.01724137931034
371350118002,959,138036.0,0.9384775808133473,1.251303441084463,9.176225234619395,1.0427528675703857,0.6256517205422315,18.143899895724715,29.799426934097422,0.0,45.76271186440678,17.478510028653297
371350118003,1192,73342.0,3.0201342281879198,6.0402684563758395,27.432885906040273,17.78523489932886,3.942953020134228,31.1241610738255,59.85663082437276,10.931899641577061,74.88584474885845,34.229390681003586
371350114001,857,107880.0,0.7001166861143524,6.301050175029172,34.072345390898484,9.451575262543757,5.134189031505251,29.871645274212366,30.58103975535168,13.761467889908257,0.0,19.877675840978593
