scheme,source_zone,destination_magnet,race,count
rmse_fit,Seawell Elementary,FPG Elementary,nhpi_nh,0.00028826300570686014
rmse_fit,Seawell Elementary,FPG Elementary,other_nh,0.04477547551043771
rmse_fit,Seawell Elementary,FPG Elementary,two_plus_nh,0.18673223181108214
rmse_fit,Ephesus Elementary,Carrboro Elementary,white_nh,28.171898339147248
rmse_fit,Ephesus Elementary,Carrboro Elementary,black_nh,0.5673122909703427
rmse_fit,Ephesus Elementary,Carrboro Elementary,asian_nh,0.2390765296560946
rmse_fit,Ephesus Elementary,Carrboro Elementary,hispanic,0.13580947226574464
rmse_fit,Ephesus Elementary,Carrboro Elementary,aian_nh,0.0007427033349383292
rmse_fit,Ephesus Elementary,Carrboro Elementary,nhpi_nh,1.7480631972704343e-07
rmse_fit,Ephesus Elementary,Carrboro Elementary,other_nh,0.013653210930771377
rmse_fit,Ephesus Elementary,Carrboro Elementary,two_plus_nh,0.35983402998397035
rmse_fit,Estes Hills Elementary,Carrboro Elementary,white_nh,20.079646382828983
rmse_fit,Estes Hills Elementary,Carrboro Elementary,black_nh,0.1634680453166165
rmse_fit,Estes Hills Elementary,Carrboro Elementary,asian_nh,0.2669084162471623
rmse_fit,Estes Hills Elementary,Carrboro Elementary,hispanic,0.057147918641577825
rmse_fit,Estes Hills Elementary,Carrboro Elementary,aian_nh,0.0030395968764424814
rmse_fit,Estes Hills Elementary,Carrboro Elementary,nhpi_nh,0.0038184467885928304
rmse_fit,Estes Hills Elementary,Carrboro Elementary,other_nh,0.01702256113122551
rmse_fit,Estes Hills Elementary,Carrboro Elementary,two_plus_nh,0.27165833477197776
rmse_fit,Glenwood Elementary,Carrboro Elementary,white_nh,5.590642231439477
rmse_fit,Glenwood Elementary,Carrboro Elementary,black_nh,0.05210993784194171
rmse_fit,Glenwood Elementary,Carrboro Elementary,asian_nh,0.03363125307721296
rmse_fit,Glenwood Elementary,Carrboro Elementary,hispanic,0.014320454008667181
rmse_fit,Glenwood Elementary,Carrboro Elementary,aian_nh,0.02891262672935033
rmse_fit,Glenwood Elementary,Carrboro Elementary,other_nh,0.00031336614943363217
rmse_fit,Glenwood Elementary,Carrboro Elementary,two_plus_nh,0.008861951803481956
rmse_fit,McDougle Elementary,Carrboro Elementary,white_nh,42.126088891272964
rmse_fit,McDougle Elementary,Carrboro Elementary,black_nh,0.44325550014218734
rmse_fit,McDougle Elementary,Carrboro Elementary,asian_nh,0.2666319875585875
rmse_fit,McDougle Elementary,Carrboro Elementary,hispanic,0.17261462456908822
rmse_fit,McDougle Elementary,Carrboro Elementary,aian_nh,4.878918368960472e-05
rmse_fit,McDougle Elementary,Carrboro Elementary,other_nh,0.010092201653599982
rmse_fit,McDougle Elementary,Carrboro Elementary,two_plus_nh,0.2754533784118897
rmse_fit,Morris Grove Elementary,Carrboro Elementary,white_nh,21.90967400542814
rmse_fit,Morris Grove Elementary,Carrboro Elementary,black_nh,0.36335134093267735
rmse_fit,Morris Grove Elementary,Carrboro Elementary,asian_nh,0.49784268193245035
rmse_fit,Morris Grove Elementary,Carrboro Elementary,hispanic,0.07331910545166659
rmse_fit,Morris Grove Elementary,Carrboro Elementary,aian_nh,0.010834885983050288
rmse_fit,Morris Grove Elementary,Carrboro Elementary,nhpi_nh,0.0013546115774809545
rmse_fit,Morris Grove Elementary,Carrboro Elementary,other_nh,0.008254210095617722
rmse_fit,Morris Grove Elementary,Carrboro Elementary,two_plus_nh,0.18922073767718475
rmse_fit,Northside Elementary,Carrboro Elementary,white_nh,35.35440113249808
rmse_fit,Northside Elementary,Carrboro Elementary,black_nh,0.5471486876083466
rmse_fit,Northside Elementary,Carrboro Elementary,asian_nh,0.3675449983648784
rmse_fit,Northside Elementary,Carrboro Elementary,hispanic,0.1134205742451123
rmse_fit,Northside Elementary,Carrboro Elementary,aian_nh,0.012820870434054778
rmse_fit,Northside Elementary,Carrboro Elementary,nhpi_nh,0.0003713390061127279
rmse_fit,Northside Elementary,Carrboro Elementary,other_nh,0.012753988494744302
rmse_fit,Northside Elementary,Carrboro Elementary,two_plus_nh,0.1764995135338115
rmse_fit,Rashkis Elementary,Carrboro Elementary,white_nh,21.182778496703513
rmse_fit,Rashkis Elementary,Carrboro Elementary,black_nh,0.2587665185030883
rmse_fit,Rashkis Elementary,Carrboro Elementary,asian_nh,0.49447426283542406
rmse_fit,Rashkis Elementary,Carrboro Elementary,hispanic,0.05900500773717629
rmse_fit,Rashkis Elementary,Carrboro Elementary,aian_nh,0.0007021416113001772
rmse_fit,Rashkis Elementary,Carrboro Elementary,other_nh,0.0015182807969342678
rmse_fit,Rashkis Elementary,Carrboro Elementary,two_plus_nh,0.10849675433463957
rmse_fit,Scroggs Elementary,Carrboro Elementary,white_nh,24.726487967648968
rmse_fit,Scroggs Elementary,Carrboro Elementary,black_nh,0.38851280592314696
rmse_fit,Scroggs Elementary,Carrboro Elementary,asian_nh,0.30959180327744357
rmse_fit,Scroggs Elementary,Carrboro Elementary,hispanic,0.08872742343629592
rmse_fit,Scroggs Elementary,Carrboro Elementary,aian_nh,0.023151316185405564
rmse_fit,Scroggs Elementary,Carrboro Elementary,other_nh,0.014315381465185382
rmse_fit,Scroggs Elementary,Carrboro Elementary,two_plus_nh,0.0980269230140963
rmse_fit,Seawell Elementary,Carrboro Elementary,white_nh,8.05303768658913
rmse_fit,Seawell Elementary,Carrboro Elementary,black_nh,0.15088802532318715
rmse_fit,Seawell Elementary,Carrboro Elementary,asian_nh,0.09738671055176262
rmse_fit,Seawell Elementary,Carrboro Elementary,hispanic,0.019051537834866145
rmse_fit,Seawell Elementary,Carrboro Elementary,aian_nh,0.002374801171872588
rmse_fit,Seawell Elementary,Carrboro Elementary,nhpi_nh,7.630021634230082e-05
rmse_fit,Seawell Elementary,Carrboro Elementary,other_nh,0.011851602184950386
rmse_fit,Seawell Elementary,Carrboro Elementary,two_plus_nh,0.04942607758608814
rmse_fit,Carrboro Elementary,Glenwood Elementary,white_nh,22.35681235631289
rmse_fit,Carrboro Elementary,Glenwood Elementary,black_nh,3.511850835523874
rmse_fit,Carrboro Elementary,Glenwood Elementary,asian_nh,2.370758969003511
rmse_fit,Carrboro Elementary,Glenwood Elementary,hispanic,0.35162146662220756
rmse_fit,Carrboro Elementary,Glenwood Elementary,aian_nh,2.354587851327683e-06
rmse_fit,Carrboro Elementary,Glenwood Elementary,other_nh,0.38799710390157893
rmse_fit,Carrboro Elementary,Glenwood Elementary,two_plus_nh,0.7194444895957142
rmse_fit,Ephesus Elementary,Glenwood Elementary,white_nh,26.66815054650654
rmse_fit,Ephesus Elementary,Glenwood Elementary,black_nh,8.495058914811263
rmse_fit,Ephesus Elementary,Glenwood Elementary,asian_nh,3.579984493379007
rmse_fit,Ephesus Elementary,Glenwood Elementary,hispanic,2.033640882543895
rmse_fit,Ephesus Elementary,Glenwood Elementary,aian_nh,0.01112140295028041
rmse_fit,Ephesus Elementary,Glenwood Elementary,nhpi_nh,2.61758824618908e-06
rmse_fit,Ephesus Elementary,Glenwood Elementary,other_nh,0.20444618084135832
rmse_fit,Ephesus Elementary,Glenwood Elementary,two_plus_nh,5.388233840376273
rmse_fit,Estes Hills Elementary,Glenwood Elementary,white_nh,19.007843426503992
rmse_fit,Estes Hills Elementary,Glenwood Elementary,black_nh,2.4478064335226786
rmse_fit,Estes Hills Elementary,Glenwood Elementary,asian_nh,3.996745279395232
rmse_fit,Estes Hills Elementary,Glenwood Elementary,hispanic,0.8557454922908124
rmse_fit,Estes Hills Elementary,Glenwood Elementary,aian_nh,0.045515591595044494
rmse_fit,Estes Hills Elementary,Glenwood Elementary,nhpi_nh,0.05717826133589571
rmse_fit,Estes Hills Elementary,Glenwood Elementary,other_nh,0.25489957117515827
rmse_fit,Estes Hills Elementary,Glenwood Elementary,two_plus_nh,4.067871603205075
rmse_fit,McDougle Elementary,Glenwood Elementary,white_nh,39.87750015862047
rmse_fit,McDougle Elementary,Glenwood Elementary,black_nh,6.637405266826596
rmse_fit,McDougle Elementary,Glenwood Elementary,asian_nh,3.992605975465873
rmse_fit,McDougle Elementary,Glenwood Elementary,hispanic,2.5847693212574687
rmse_fit,McDougle Elementary,Glenwood Elementary,aian_nh,0.0007305799582445639
rmse_fit,McDougle Elementary,Glenwood Elementary,other_nh,0.15112284537471687
rmse_fit,McDougle Elementary,Glenwood Elementary,two_plus_nh,4.12469942064966
rmse_fit,Morris Grove Elementary,Glenwood Elementary,white_nh,20.740188600983178
rmse_fit,Morris Grove Elementary,Glenwood Elementary,black_nh,5.440902827469552
rmse_fit,Morris Grove Elementary,Glenwood Elementary,asian_nh,7.454805722770599
rmse_fit,Morris Grove Elementary,Glenwood Elementary,hispanic,1.0978963972873415
rmse_fit,Morris Grove Elementary,Glenwood Elementary,aian_nh,0.16224396373264308
rmse_fit,Morris Grove Elementary,Glenwood Elementary,nhpi_nh,0.020284251444126926
rmse_fit,Morris Grove Elementary,Glenwood Elementary,other_nh,0.12360035587730306
rmse_fit,Morris Grove Elementary,Glenwood Elementary,two_plus_nh,2.833432908217678
rmse_fit,Northside Elementary,Glenwood Elementary,white_nh,33.46726871340752
rmse_fit,Northside Elementary,Glenwood Elementary,black_nh,8.193124687012205
rmse_fit,Northside Elementary,Glenwood Elementary,asian_nh,5.5036995754373255
rmse_fit,Northside Elementary,Glenwood Elementary,hispanic,1.6983846035063663
rmse_fit,Northside Elementary,Glenwood Elementary,aian_nh,0.1919825313323784
rmse_fit,Northside Elementary,Glenwood Elementary,nhpi_nh,0.005560511881206524
rmse_fit,Northside Elementary,Glenwood Elementary,other_nh,0.1909810264754899
rmse_fit,Northside Elementary,Glenwood Elementary,two_plus_nh,2.6429425023397544
rmse_fit,Rashkis Elementary,Glenwood Elementary,white_nh,20.052093016337718
rmse_fit,Rashkis Elementary,Glenwood Elementary,black_nh,3.8748267133511667
rmse_fit,Rashkis Elementary,Glenwood Elementary,asian_nh,7.404366274984143
rmse_fit,Rashkis Elementary,Glenwood Elementary,hispanic,0.8835539525132744
rmse_fit,Rashkis Elementary,Glenwood Elementary,aian_nh,0.010514022786873365
rmse_fit,Rashkis Elementary,Glenwood Elementary,other_nh,0.022735070303381566
rmse_fit,Rashkis Elementary,Glenwood Elementary,two_plus_nh,1.6246542421319587
rmse_fit,Scroggs Elementary,Glenwood Elementary,white_nh,23.406647847061812
rmse_fit,Scroggs Elementary,Glenwood Elementary,black_nh,5.817676133599411
rmse_fit,Scroggs Elementary,Glenwood Elementary,asian_nh,4.635895696682568
rmse_fit,Scroggs Elementary,Glenwood Elementary,hispanic,1.328623936847056
rmse_fit,Scroggs Elementary,Glenwood Elementary,aian_nh,0.34667289618219327
rmse_fit,Scroggs Elementary,Glenwood Elementary,other_nh,0.21436166793908643
rmse_fit,Scroggs Elementary,Glenwood Elementary,two_plus_nh,1.467876687138353
rmse_fit,Seawell Elementary,Glenwood Elementary,white_nh,7.623186013142145
rmse_fit,Seawell Elementary,Glenwood Elementary,black_nh,2.2594304496163597
rmse_fit,Seawell Elementary,Glenwood Elementary,asian_nh,1.4582900050373557
rmse_fit,Seawell Elementary,Glenwood Elementary,hispanic,0.2852819142136379
rmse_fit,Seawell Elementary,Glenwood Elementary,aian_nh,0.0355607946225073
rmse_fit,Seawell Elementary,Glenwood Elementary,nhpi_nh,0.001142536206878294
rmse_fit,Seawell Elementary,Glenwood Elementary,other_nh,0.17746849556855915
rmse_fit,Seawell Elementary,Glenwood Elementary,two_plus_nh,0.7401169474112468
rmse_fit,Carrboro Elementary,Seawell Elementary,white_nh,27.239035815867698
rmse_fit,Carrboro Elementary,Seawell Elementary,black_nh,0.20362600825941596
rmse_fit,Carrboro Elementary,Seawell Elementary,asian_nh,0.13746261103125146
rmse_fit,Carrboro Elementary,Seawell Elementary,hispanic,0.02038790342184933
rmse_fit,Carrboro Elementary,Seawell Elementary,aian_nh,1.3652496866099085e-07
rmse_fit,Carrboro Elementary,Seawell Elementary,other_nh,0.02249705502423675
rmse_fit,Carrboro Elementary,Seawell Elementary,two_plus_nh,0.041715214125475436
rmse_fit,Ephesus Elementary,Seawell Elementary,white_nh,32.49187300505861
rmse_fit,Ephesus Elementary,Seawell Elementary,black_nh,0.4925650370037832
rmse_fit,Ephesus Elementary,Seawell Elementary,asian_nh,0.20757657034958626
rmse_fit,Ephesus Elementary,Seawell Elementary,hispanic,0.11791565033364985
rmse_fit,Ephesus Elementary,Seawell Elementary,aian_nh,0.0006448471176801202
rmse_fit,Ephesus Elementary,Seawell Elementary,nhpi_nh,1.517743978322294e-07
rmse_fit,Ephesus Elementary,Seawell Elementary,other_nh,0.011854307502897775
rmse_fit,Ephesus Elementary,Seawell Elementary,two_plus_nh,0.31242344845220427
rmse_fit,Estes Hills Elementary,Seawell Elementary,white_nh,23.158727622936333
rmse_fit,Estes Hills Elementary,Seawell Elementary,black_nh,0.1419300182137682
rmse_fit,Estes Hills Elementary,Seawell Elementary,asian_nh,0.23174141653186478
rmse_fit,Estes Hills Elementary,Seawell Elementary,hispanic,0.049618291562538185
rmse_fit,Estes Hills Elementary,Seawell Elementary,aian_nh,0.002639109308491508
rmse_fit,Estes Hills Elementary,Seawell Elementary,nhpi_nh,0.0033153404459176938
rmse_fit,Estes Hills Elementary,Seawell Elementary,other_nh,0.014779722891530973
rmse_fit,Estes Hills Elementary,Seawell Elementary,two_plus_nh,0.23586550097561776
rmse_fit,Glenwood Elementary,Seawell Elementary,white_nh,6.447930317433747
rmse_fit,Glenwood Elementary,Seawell Elementary,black_nh,0.04524409900846424
rmse_fit,Glenwood Elementary,Seawell Elementary,asian_nh,0.02920010667868112
rmse_fit,Glenwood Elementary,Seawell Elementary,hispanic,0.012433636765784212
rmse_fit,Glenwood Elementary,Seawell Elementary,aian_nh,0.02510319145467537
rmse_fit,Glenwood Elementary,Seawell Elementary,other_nh,0.00027207802730221326
rmse_fit,Glenwood Elementary,Seawell Elementary,two_plus_nh,0.007694329362301839
rmse_fit,McDougle Elementary,Seawell Elementary,white_nh,48.58584657580739
rmse_fit,McDougle Elementary,Seawell Elementary,black_nh,0.38485357237056694
rmse_fit,McDougle Elementary,Seawell Elementary,asian_nh,0.23150140920365425
rmse_fit,McDougle Elementary,Seawell Elementary,hispanic,0.14987147342223167
rmse_fit,McDougle Elementary,Seawell Elementary,aian_nh,4.236087680799221e-05
rmse_fit,McDougle Elementary,Seawell Elementary,other_nh,0.008762485424831008
rmse_fit,McDougle Elementary,Seawell Elementary,two_plus_nh,0.23916052179691333
rmse_fit,Morris Grove Elementary,Seawell Elementary,white_nh,25.26937790263776
rmse_fit,Morris Grove Elementary,Seawell Elementary,black_nh,0.3154773297538773
rmse_fit,Morris Grove Elementary,Seawell Elementary,asian_nh,0.43224852158357235
rmse_fit,Morris Grove Elementary,Seawell Elementary,hispanic,0.06365881449195039
rmse_fit,Morris Grove Elementary,Seawell Elementary,aian_nh,0.009407316041125453
rmse_fit,Morris Grove Elementary,Seawell Elementary,nhpi_nh,0.001176132286234109
rmse_fit,Morris Grove Elementary,Seawell Elementary,other_nh,0.007166661759135917
rmse_fit,Morris Grove Elementary,Seawell Elementary,two_plus_nh,0.1642896181509278
rmse_fit,Northside Elementary,Seawell Elementary,white_nh,40.775765194735534
rmse_fit,Northside Elementary,Seawell Elementary,black_nh,0.4750581255650348
rmse_fit,Northside Elementary,Seawell Elementary,asian_nh,0.3191184442884139
rmse_fit,Northside Elementary,Seawell Elementary,hispanic,0.09847664194702703
rmse_fit,Northside Elementary,Seawell Elementary,aian_nh,0.011131633529337784
rmse_fit,Northside Elementary,Seawell Elementary,nhpi_nh,0.00032241256570347376
rmse_fit,Northside Elementary,Seawell Elementary,other_nh,0.011073563740553547
rmse_fit,Northside Elementary,Seawell Elementary,two_plus_nh,0.15324450183554436
rmse_fit,Rashkis Elementary,Seawell Elementary,white_nh,24.431017765415177
rmse_fit,Rashkis Elementary,Seawell Elementary,black_nh,0.224672269207855
rmse_fit,Rashkis Elementary,Seawell Elementary,asian_nh,0.4293239146191556
rmse_fit,Rashkis Elementary,Seawell Elementary,hispanic,0.05123069653534108
rmse_fit,Rashkis Elementary,Seawell Elementary,aian_nh,0.000609629677087408
rmse_fit,Rashkis Elementary,Seawell Elementary,other_nh,0.0013182369725234038
rmse_fit,Rashkis Elementary,Seawell Elementary,two_plus_nh,0.09420156880829127
rmse_fit,Scroggs Elementary,Seawell Elementary,white_nh,28.51813169400635
rmse_fit,Scroggs Elementary,Seawell Elementary,black_nh,0.337323600549283
rmse_fit,Scroggs Elementary,Seawell Elementary,asian_nh,0.2688009769303479
rmse_fit,Scroggs Elementary,Seawell Elementary,hispanic,0.07703698175373067
rmse_fit,Scroggs Elementary,Seawell Elementary,aian_nh,0.020100972771179948
rmse_fit,Scroggs Elementary,Seawell Elementary,other_nh,0.012429232564416491
rmse_fit,Scroggs Elementary,Seawell Elementary,two_plus_nh,0.0851112089942883
